Input	Input Type	MGI Gene/Marker ID	MP ID	Term
COL1A1	current symbol	MGI:88467	MP:0000061	fragile skeleton
COL1A1	current symbol	MGI:88467	MP:0000063	decreased bone mineral density
COL1A1	current symbol	MGI:88467	MP:0000064	failure of bone resorption
COL1A1	current symbol	MGI:88467	MP:0000067	osteopetrosis
COL1A1	current symbol	MGI:88467	MP:0000069	kyphoscoliosis
COL1A1	current symbol	MGI:88467	MP:0000074	abnormal neurocranium morphology
COL1A1	current symbol	MGI:88467	MP:0000130	abnormal trabecular bone morphology
COL1A1	current symbol	MGI:88467	MP:0000135	decreased compact bone thickness
COL1A1	current symbol	MGI:88467	MP:0000141	abnormal vertebral body morphology
COL1A1	current symbol	MGI:88467	MP:0000150	abnormal rib morphology
COL1A1	current symbol	MGI:88467	MP:0000160	kyphosis
COL1A1	current symbol	MGI:88467	MP:0000161	scoliosis
COL1A1	current symbol	MGI:88467	MP:0000276	heart right ventricle hypertrophy
COL1A1	current symbol	MGI:88467	MP:0000358	abnormal cell morphology
COL1A1	current symbol	MGI:88467	MP:0000418	focal hair loss
COL1A1	current symbol	MGI:88467	MP:0000438	abnormal cranium morphology
COL1A1	current symbol	MGI:88467	MP:0000455	abnormal maxilla morphology
COL1A1	current symbol	MGI:88467	MP:0000547	short limbs
COL1A1	current symbol	MGI:88467	MP:0000558	abnormal tibia morphology
COL1A1	current symbol	MGI:88467	MP:0000559	abnormal femur morphology
COL1A1	current symbol	MGI:88467	MP:0000572	abnormal autopod morphology
COL1A1	current symbol	MGI:88467	MP:0000589	thin tail
COL1A1	current symbol	MGI:88467	MP:0000598	abnormal liver morphology
COL1A1	current symbol	MGI:88467	MP:0000746	weakness
COL1A1	current symbol	MGI:88467	MP:0000755	hindlimb paralysis
COL1A1	current symbol	MGI:88467	MP:0001120	abnormal uterus morphology
COL1A1	current symbol	MGI:88467	MP:0001182	lung hemorrhage
COL1A1	current symbol	MGI:88467	MP:0001243	abnormal dermal layer morphology
COL1A1	current symbol	MGI:88467	MP:0001245	thick dermal layer
COL1A1	current symbol	MGI:88467	MP:0001258	decreased body length
COL1A1	current symbol	MGI:88467	MP:0001262	decreased body weight
COL1A1	current symbol	MGI:88467	MP:0001263	weight loss
COL1A1	current symbol	MGI:88467	MP:0001265	decreased body size
COL1A1	current symbol	MGI:88467	MP:0001391	abnormal tail movements
COL1A1	current symbol	MGI:88467	MP:0001392	abnormal locomotor behavior
COL1A1	current symbol	MGI:88467	MP:0001402	hypoactivity
COL1A1	current symbol	MGI:88467	MP:0001406	abnormal gait
COL1A1	current symbol	MGI:88467	MP:0001516	abnormal motor coordination/balance
COL1A1	current symbol	MGI:88467	MP:0001541	abnormal osteoclast physiology
COL1A1	current symbol	MGI:88467	MP:0001544	abnormal cardiovascular system physiology
COL1A1	current symbol	MGI:88467	MP:0001614	abnormal blood vessel morphology
COL1A1	current symbol	MGI:88467	MP:0001730	embryonic growth arrest
COL1A1	current symbol	MGI:88467	MP:0001861	lung inflammation
COL1A1	current symbol	MGI:88467	MP:0001914	hemorrhage
COL1A1	current symbol	MGI:88467	MP:0001915	intracranial hemorrhage
COL1A1	current symbol	MGI:88467	MP:0001935	decreased litter size
COL1A1	current symbol	MGI:88467	MP:0001954	respiratory distress
COL1A1	current symbol	MGI:88467	MP:0002020	increased tumor incidence
COL1A1	current symbol	MGI:88467	MP:0002075	abnormal coat/hair pigmentation
COL1A1	current symbol	MGI:88467	MP:0002083	premature death
COL1A1	current symbol	MGI:88467	MP:0002109	abnormal limb morphology
COL1A1	current symbol	MGI:88467	MP:0002115	abnormal limb bone morphology
COL1A1	current symbol	MGI:88467	MP:0002161	abnormal fertility/fecundity
COL1A1	current symbol	MGI:88467	MP:0002169	no abnormal phenotype detected
COL1A1	current symbol	MGI:88467	MP:0002187	abnormal fibula morphology
COL1A1	current symbol	MGI:88467	MP:0002244	abnormal turbinate morphology
COL1A1	current symbol	MGI:88467	MP:0002329	abnormal blood gas level
COL1A1	current symbol	MGI:88467	MP:0002734	abnormal mechanical nociception
COL1A1	current symbol	MGI:88467	MP:0002757	decreased vertical activity
COL1A1	current symbol	MGI:88467	MP:0002819	abnormal dental pulp cavity morphology
COL1A1	current symbol	MGI:88467	MP:0002896	abnormal bone mineralization
COL1A1	current symbol	MGI:88467	MP:0002904	increased circulating parathyroid hormone level
COL1A1	current symbol	MGI:88467	MP:0002966	decreased circulating alkaline phosphatase level
COL1A1	current symbol	MGI:88467	MP:0002993	arthritis
COL1A1	current symbol	MGI:88467	MP:0002999	abnormal bone healing
COL1A1	current symbol	MGI:88467	MP:0003077	abnormal cell cycle
COL1A1	current symbol	MGI:88467	MP:0003089	decreased skin tensile strength
COL1A1	current symbol	MGI:88467	MP:0003098	decreased tendon stiffness
COL1A1	current symbol	MGI:88467	MP:0003109	short femur
COL1A1	current symbol	MGI:88467	MP:0003279	aneurysm
COL1A1	current symbol	MGI:88467	MP:0003560	osteoarthritis
COL1A1	current symbol	MGI:88467	MP:0003723	abnormal long bone morphology
COL1A1	current symbol	MGI:88467	MP:0003797	abnormal compact bone morphology
COL1A1	current symbol	MGI:88467	MP:0003953	abnormal hormone level
COL1A1	current symbol	MGI:88467	MP:0003998	decreased thermal nociceptive threshold
COL1A1	current symbol	MGI:88467	MP:0004016	decreased bone mass
COL1A1	current symbol	MGI:88467	MP:0004024	aneuploidy
COL1A1	current symbol	MGI:88467	MP:0004044	aortic dissection
COL1A1	current symbol	MGI:88467	MP:0004045	abnormal cell cycle checkpoint function
COL1A1	current symbol	MGI:88467	MP:0004046	abnormal mitosis
COL1A1	current symbol	MGI:88467	MP:0004134	abnormal chest morphology
COL1A1	current symbol	MGI:88467	MP:0004506	abnormal pubis morphology
COL1A1	current symbol	MGI:88467	MP:0004507	abnormal ischium morphology
COL1A1	current symbol	MGI:88467	MP:0004509	abnormal pelvic girdle bone morphology
COL1A1	current symbol	MGI:88467	MP:0004674	thin ribs
COL1A1	current symbol	MGI:88467	MP:0004675	rib fractures
COL1A1	current symbol	MGI:88467	MP:0004686	decreased length of long bones
COL1A1	current symbol	MGI:88467	MP:0004703	abnormal vertebral column morphology
COL1A1	current symbol	MGI:88467	MP:0004706	short vertebral body
COL1A1	current symbol	MGI:88467	MP:0004748	increased susceptibility to age-related hearing loss
COL1A1	current symbol	MGI:88467	MP:0004986	abnormal osteoblast morphology
COL1A1	current symbol	MGI:88467	MP:0004988	increased osteoblast cell number
COL1A1	current symbol	MGI:88467	MP:0004991	decreased bone strength
COL1A1	current symbol	MGI:88467	MP:0004992	increased bone resorption
COL1A1	current symbol	MGI:88467	MP:0005006	abnormal osteoblast physiology
COL1A1	current symbol	MGI:88467	MP:0005166	decreased susceptibility to injury
COL1A1	current symbol	MGI:88467	MP:0005258	ocular hypertension
COL1A1	current symbol	MGI:88467	MP:0005319	abnormal enzyme/coenzyme level
COL1A1	current symbol	MGI:88467	MP:0005329	abnormal myocardium layer morphology
COL1A1	current symbol	MGI:88467	MP:0005459	decreased percent body fat/body weight
COL1A1	current symbol	MGI:88467	MP:0005508	abnormal skeleton morphology
COL1A1	current symbol	MGI:88467	MP:0005598	decreased ventricle muscle contractility
COL1A1	current symbol	MGI:88467	MP:0006054	spinal hemorrhage
COL1A1	current symbol	MGI:88467	MP:0006113	abnormal heart septum morphology
COL1A1	current symbol	MGI:88467	MP:0006325	impaired hearing
COL1A1	current symbol	MGI:88467	MP:0008014	increased lung tumor incidence
COL1A1	current symbol	MGI:88467	MP:0008152	decreased diameter of femur
COL1A1	current symbol	MGI:88467	MP:0008256	abnormal myometrium morphology
COL1A1	current symbol	MGI:88467	MP:0008395	abnormal osteoblast differentiation
COL1A1	current symbol	MGI:88467	MP:0008438	abnormal cutaneous collagen fibril morphology
COL1A1	current symbol	MGI:88467	MP:0008753	abnormal osteocyte morphology
COL1A1	current symbol	MGI:88467	MP:0008866	chromosomal instability
COL1A1	current symbol	MGI:88467	MP:0009346	decreased trabecular bone thickness
COL1A1	current symbol	MGI:88467	MP:0009378	abnormal endoplasmic reticulum morphology
COL1A1	current symbol	MGI:88467	MP:0009760	abnormal mitotic spindle morphology
COL1A1	current symbol	MGI:88467	MP:0009862	abnormal aorta elastic tissue morphology
COL1A1	current symbol	MGI:88467	MP:0009871	abnormal aorta tunica adventitia morphology
COL1A1	current symbol	MGI:88467	MP:0010099	abnormal thoracic cage shape
COL1A1	current symbol	MGI:88467	MP:0010124	decreased bone mineral content
COL1A1	current symbol	MGI:88467	MP:0010508	abnormal heart electrocardiography waveform feature
COL1A1	current symbol	MGI:88467	MP:0010633	myocardium hypertrophy
COL1A1	current symbol	MGI:88467	MP:0010634	increased QRS amplitude
COL1A1	current symbol	MGI:88467	MP:0010867	abnormal bone trabecula morphology
COL1A1	current symbol	MGI:88467	MP:0010869	decreased bone trabecula number
COL1A1	current symbol	MGI:88467	MP:0010876	decreased bone volume
COL1A1	current symbol	MGI:88467	MP:0010879	decreased trabecular bone volume
COL1A1	current symbol	MGI:88467	MP:0010909	pulmonary alveolar hemorrhage
COL1A1	current symbol	MGI:88467	MP:0010970	abnormal compact bone lamellar structure
COL1A1	current symbol	MGI:88467	MP:0011086	postnatal lethality, incomplete penetrance
COL1A1	current symbol	MGI:88467	MP:0011087	neonatal lethality, complete penetrance
COL1A1	current symbol	MGI:88467	MP:0011088	neonatal lethality, incomplete penetrance
COL1A1	current symbol	MGI:88467	MP:0011091	prenatal lethality, complete penetrance
COL1A1	current symbol	MGI:88467	MP:0011092	embryonic lethality, complete penetrance
COL1A1	current symbol	MGI:88467	MP:0011098	embryonic lethality during organogenesis, complete penetrance
COL1A1	current symbol	MGI:88467	MP:0011110	preweaning lethality, incomplete penetrance
COL1A1	current symbol	MGI:88467	MP:0011642	abnormal bone collagen fibril morphology
COL1A1	current symbol	MGI:88467	MP:0011643	abnormal tendon collagen fibril morphology
COL1A1	current symbol	MGI:88467	MP:0013138	thin body
COL1A1	current symbol	MGI:88467	MP:0013258	abnormal extracellular matrix morphology
COL1A1	current symbol	MGI:88467	MP:0013304	osteophytes
COL1A1	current symbol	MGI:88467	MP:0013630	increased bone trabecular spacing
COL1A1	current symbol	MGI:88467	MP:0013631	decreased bone trabecular spacing
COL1A1	current symbol	MGI:88467	MP:0020040	decreased bone ossification
COL1A1	current symbol	MGI:88467	MP:0020137	decreased bone mineralization
COL1A1	current symbol	MGI:88467	MP:0020254	decreased collagen level
COL1A1	current symbol	MGI:88467	MP:0030278	thick neurocranium
COL1A1	current symbol	MGI:88467	MP:0030279	thin neurocranium
COL1A1	current symbol	MGI:88467	MP:0030441	increased osteoblast apoptosis
COL1A1	current symbol	MGI:88467	MP:0030451	abnormal dentin mineralization
COL1A1	current symbol	MGI:88467	MP:0030479	increased osteocyte apoptosis
COL1A1	current symbol	MGI:88467	MP:0030484	abnormal osteocyte lacuna morphology
COL1A1	current symbol	MGI:88467	MP:0030679	decreased hydroxyproline level
COL1A1	current symbol	MGI:88467	MP:0030798	joint contracture
COL1A1	current symbol	MGI:88467	MP:0030854	atlanto-occipital joint dislocation
COL1A1	current symbol	MGI:88467	MP:0030856	abnormal olecranon morphology
TRNK	human symbol	MGI:102483	MP:0000747	muscle weakness
TRNK	human symbol	MGI:102483	MP:0001258	decreased body length
TRNK	human symbol	MGI:102483	MP:0004805	absent oocytes
TRNK	human symbol	MGI:102483	MP:0010955	abnormal respiratory electron transport chain
BSCL2	current symbol	MGI:1298392	MP:0000005	increased brown adipose tissue amount
BSCL2	current symbol	MGI:1298392	MP:0000187	abnormal triglyceride level
BSCL2	current symbol	MGI:1298392	MP:0000217	abnormal leukocyte cell number
BSCL2	current symbol	MGI:1298392	MP:0000226	abnormal mean corpuscular volume
BSCL2	current symbol	MGI:1298392	MP:0000274	enlarged heart
BSCL2	current symbol	MGI:1298392	MP:0000477	abnormal intestine morphology
BSCL2	current symbol	MGI:1298392	MP:0000496	abnormal small intestine morphology
BSCL2	current symbol	MGI:1298392	MP:0000599	enlarged liver
BSCL2	current symbol	MGI:1298392	MP:0000691	enlarged spleen
BSCL2	current symbol	MGI:1298392	MP:0001146	abnormal testis morphology
BSCL2	current symbol	MGI:1298392	MP:0001156	abnormal spermatogenesis
BSCL2	current symbol	MGI:1298392	MP:0001262	decreased body weight
BSCL2	current symbol	MGI:1298392	MP:0001265	decreased body size
BSCL2	current symbol	MGI:1298392	MP:0001402	hypoactivity
BSCL2	current symbol	MGI:1298392	MP:0001433	polyphagia
BSCL2	current symbol	MGI:1298392	MP:0001552	increased circulating triglyceride level
BSCL2	current symbol	MGI:1298392	MP:0001554	increased circulating free fatty acid level
BSCL2	current symbol	MGI:1298392	MP:0001556	increased circulating HDL cholesterol level
BSCL2	current symbol	MGI:1298392	MP:0001559	hyperglycemia
BSCL2	current symbol	MGI:1298392	MP:0001589	abnormal mean corpuscular hemoglobin
BSCL2	current symbol	MGI:1298392	MP:0001780	decreased brown adipose tissue amount
BSCL2	current symbol	MGI:1298392	MP:0001781	abnormal white adipose tissue amount
BSCL2	current symbol	MGI:1298392	MP:0001783	decreased white adipose tissue amount
BSCL2	current symbol	MGI:1298392	MP:0001925	male infertility
BSCL2	current symbol	MGI:1298392	MP:0001932	abnormal spermiogenesis
BSCL2	current symbol	MGI:1298392	MP:0002078	abnormal glucose homeostasis
BSCL2	current symbol	MGI:1298392	MP:0002079	increased circulating insulin level
BSCL2	current symbol	MGI:1298392	MP:0002118	abnormal lipid homeostasis
BSCL2	current symbol	MGI:1298392	MP:0002590	increased mean corpuscular volume
BSCL2	current symbol	MGI:1298392	MP:0002599	increased mean platelet volume
BSCL2	current symbol	MGI:1298392	MP:0002602	abnormal eosinophil cell number
BSCL2	current symbol	MGI:1298392	MP:0002628	hepatic steatosis
BSCL2	current symbol	MGI:1298392	MP:0002631	abnormal epididymis morphology
BSCL2	current symbol	MGI:1298392	MP:0002644	decreased circulating triglyceride level
BSCL2	current symbol	MGI:1298392	MP:0002675	asthenozoospermia
BSCL2	current symbol	MGI:1298392	MP:0002687	oligozoospermia
BSCL2	current symbol	MGI:1298392	MP:0002702	decreased circulating free fatty acid level
BSCL2	current symbol	MGI:1298392	MP:0002970	abnormal white adipose tissue morphology
BSCL2	current symbol	MGI:1298392	MP:0002971	abnormal brown adipose tissue morphology
BSCL2	current symbol	MGI:1298392	MP:0002981	increased liver weight
BSCL2	current symbol	MGI:1298392	MP:0003068	enlarged kidney
BSCL2	current symbol	MGI:1298392	MP:0003088	abnormal prepulse inhibition
BSCL2	current symbol	MGI:1298392	MP:0003442	decreased circulating glycerol level
BSCL2	current symbol	MGI:1298392	MP:0003443	increased circulating glycerol level
BSCL2	current symbol	MGI:1298392	MP:0003960	increased lean body mass
BSCL2	current symbol	MGI:1298392	MP:0004777	abnormal phospholipid level
BSCL2	current symbol	MGI:1298392	MP:0004890	decreased energy expenditure
BSCL2	current symbol	MGI:1298392	MP:0005178	increased circulating cholesterol level
BSCL2	current symbol	MGI:1298392	MP:0005290	decreased oxygen consumption
BSCL2	current symbol	MGI:1298392	MP:0005293	impaired glucose tolerance
BSCL2	current symbol	MGI:1298392	MP:0005331	insulin resistance
BSCL2	current symbol	MGI:1298392	MP:0005334	abnormal fat pad morphology
BSCL2	current symbol	MGI:1298392	MP:0005533	increased body temperature
BSCL2	current symbol	MGI:1298392	MP:0005559	increased circulating glucose level
BSCL2	current symbol	MGI:1298392	MP:0005560	decreased circulating glucose level
BSCL2	current symbol	MGI:1298392	MP:0005561	increased mean corpuscular hemoglobin
BSCL2	current symbol	MGI:1298392	MP:0005578	teratozoospermia
BSCL2	current symbol	MGI:1298392	MP:0005659	decreased susceptibility to diet-induced obesity
BSCL2	current symbol	MGI:1298392	MP:0005668	decreased circulating leptin level
BSCL2	current symbol	MGI:1298392	MP:0005670	abnormal white adipose tissue physiology
BSCL2	current symbol	MGI:1298392	MP:0006319	abnormal epididymal fat pad morphology
BSCL2	current symbol	MGI:1298392	MP:0006362	abnormal male germ cell morphology
BSCL2	current symbol	MGI:1298392	MP:0006380	abnormal spermatid morphology
